tz,name,feature,long,countycode,state,pop,elev,lat,featclass,wikilink,id
America/Los_Angeles,Lake Isabella,PPL,-118.47314,029,CA,3361,766,35.61801,P,"93240,http://en.wikipedia.org/wiki/Lake_Isabella%2C_California",5364554
America/Los_Angeles,Lake Los Angeles,PPL,-117.82812,037,CA,13903,811,34.61249,P,http://en.wikipedia.org/wiki/Lake_Los_Angeles%2C_California,5364571
America/Los_Angeles,Lake Nacimiento,PPL,-120.87963,079,CA,2586,300,35.7283,P,http://en.wikipedia.org/wiki/Lake_Nacimiento%2C_California,5364615
America/Los_Angeles,Lake San Marcos,PPL,-117.20837,073,CA,4371,160,33.12615,P,http://en.wikipedia.org/wiki/Lake_San_Marcos%2C_California,5364663
America/Los_Angeles,Lake Wildwood,PPL,-121.20051,057,CA,5225,466,39.23295,P,http://en.wikipedia.org/wiki/Lake_Wildwood%2C_California,5364729
America/Los_Angeles,Lake of the Pines,PPL,-121.05661,057,CA,4047,462,39.03962,P,,5364741
America/Los_Angeles,Lake of the Woods,PPL,-118.99649,029,CA,894,1561,34.81748,P,http://en.wikipedia.org/wiki/Lake_of_the_Woods%2C_California,5364742
America/Los_Angeles,Lakeland Village,PPL,-117.34393,065,CA,5948,391,33.63863,P,http://en.wikipedia.org/wiki/Lakeland_Village%2C_California,5364750
America/Los_Angeles,Lakeport,PPL,-122.91583,033,CA,5395,413,39.04295,P,"95453,http://en.wikipedia.org/wiki/Lakeport%2C_California",5364753
America/Los_Angeles,Lakeside,PPL,-116.92225,073,CA,19293,126,32.85727,P,"92040,http://en.wikipedia.org/wiki/Lakeside%2C_California",5364782
America/Los_Angeles,Lakeview,PPL,-117.11809,065,CA,1619,442,33.83863,P,http://en.wikipedia.org/wiki/Lakeview%2C_California,5364826
America/Los_Angeles,Lakewood,PPL,-118.13396,037,CA,82115,14,33.85363,P,"90711,90712,90713,90714,90715,Lakewood,Lejkvud,http://en.wikipedia.org/wiki/Lakewood%2C_California,Лейквуд",5364855
America/Los_Angeles,Lamont,PPL,-118.91427,029,CA,14438,123,35.25968,P,"93241,http://en.wikipedia.org/wiki/Lamont%2C_California",5364916
America/Los_Angeles,Lanare,PPL,-119.93097,019,CA,580,63,36.43051,P,http://en.wikipedia.org/wiki/Lanare%2C_California,5364937
America/Los_Angeles,Lancaster,PPL,-118.13674,037,CA,129548,719,34.69804,P,"93534,93535,93536,93539,93584,93586,Lancaster,Lankaster,http://en.wikipedia.org/wiki/Lancaster%2C_California,Ланкастер",5364940
America/Los_Angeles,Larkspur,PPL,-122.53525,041,CA,11667,13,37.93409,P,"94939,94977,http://en.wikipedia.org/wiki/Larkspur%2C_California",5365113
America/Los_Angeles,Las Flores,PPL,-118.63592,037,CA,6037,11,34.03723,P,,5365171
America/Los_Angeles,Las Flores,PPL,-117.62672,059,CA,5625,218,33.58808,P,http://en.wikipedia.org/wiki/Las_Flores%2C_California,5365172
America/Los_Angeles,Las Lomas,PPL,-121.73495,053,CA,3078,13,36.86523,P,http://en.wikipedia.org/wiki/Las_Lomas%2C_California,5365203
America/Los_Angeles,Lathrop,PPL,-121.27661,077,CA,13250,7,37.8227,P,"95330,http://en.wikipedia.org/wiki/Lathrop%2C_California",5365425
America/Los_Angeles,Laton,PPL,-119.6868,019,CA,1177,79,36.43328,P,"93242,http://en.wikipedia.org/wiki/Laton%2C_California",5365442
America/Los_Angeles,Lawndale,PPL,-118.35257,037,CA,32841,18,33.88724,P,"90260,90261,http://en.wikipedia.org/wiki/Lawndale%2C_California",5365603
America/Los_Angeles,Laytonville,PPL,-123.48279,045,CA,1409,509,39.68821,P,"95454,http://en.wikipedia.org/wiki/Laytonville%2C_California",5365660
America/Los_Angeles,Le Grand,PPL,-120.24823,047,CA,2135,77,37.22855,P,"95333,http://en.wikipedia.org/wiki/Le_Grand%2C_California",5365687
America/Los_Angeles,Lebec,PPL,-118.86482,029,CA,1379,1061,34.84164,P,"93243,http://en.wikipedia.org/wiki/Lebec%2C_California",5365741
America/Los_Angeles,Lee Vining,PPL,-119.12182,051,CA,488,2067,37.95743,P,"93541,http://en.wikipedia.org/wiki/Lee_Vining%2C_California",5365788
America/Los_Angeles,Lemon Grove,PPL,-117.03142,073,CA,24802,136,32.74255,P,"91945,91946,http://en.wikipedia.org/wiki/Lemon_Grove%2C_California",5365893
America/Los_Angeles,Lemoore,PPL,-119.78291,031,CA,22763,70,36.30078,P,"93245,93246,http://en.wikipedia.org/wiki/Lemoore%2C_California",5365918
America/Los_Angeles,Lennox,PPL,-118.35258,037,CA,23387,22,33.93807,P,"Lennoks,http://en.wikipedia.org/wiki/Lennox%2C_California,Леннокс",5365937
America/Los_Angeles,Lenwood,PPL,-117.10393,071,CA,3286,695,34.87665,P,http://en.wikipedia.org/wiki/Lenwood%2C_California,5365945
America/Los_Angeles,Lexington Hills,PPL,-121.97301,085,CA,2702,378,37.16467,P,http://en.wikipedia.org/wiki/Lexington_Hills%2C_California,5366107
America/Los_Angeles,Lincoln,PPL,-121.29301,061,CA,33242,51,38.89156,P,"95648,Linkoln,http://en.wikipedia.org/wiki/Lincoln%2C_California,Линколн",5366375
America/Los_Angeles,Lincoln Village,PPL,-121.32828,077,CA,4216,4,38.0052,P,http://en.wikipedia.org/wiki/Lincoln_Village%2C_California,5366524
America/Los_Angeles,Linda,PPL,-121.5508,115,CA,13892,21,39.12767,P,http://en.wikipedia.org/wiki/Linda%2C_California,5366531
America/Los_Angeles,Linden,PPL,-121.08383,077,CA,1083,28,38.02131,P,"95236,Linden,http://en.wikipedia.org/wiki/Linden%2C_California,Линден",5366582
America/Los_Angeles,Lindsay,PPL,-119.08816,107,CA,10806,118,36.20301,P,"93247,http://en.wikipedia.org/wiki/Lindsay%2C_California",5366604
America/Los_Angeles,Littlerock,PPL,-117.98368,037,CA,1464,881,34.5211,P,"93543,http://en.wikipedia.org/wiki/Littlerock%2C_California",5367308
America/Los_Angeles,Live Oak,PPL,-121.98052,087,CA,17598,32,36.98356,P,,5367314
America/Los_Angeles,Live Oak,PPL,-121.65997,101,CA,6229,24,39.27572,P,95953,5367315
America/Los_Angeles,Livingston,PPL,-120.72353,047,CA,12080,40,37.38688,P,"95334,Livingston,http://en.wikipedia.org/wiki/Livingston%2C_California,Ливингстон",5367427
America/Los_Angeles,Livermore,PPL,-121.76801,001,CA,80347,150,37.68187,P,"94550,94551,Liv""rmor,Livermore,http://en.wikipedia.org/wiki/Livermore%2C_California,ribamoa,Ливърмор,リバモア",5367440
America/Los_Angeles,Lockeford,PPL,-121.14994,077,CA,3471,31,38.16353,P,"95237,http://en.wikipedia.org/wiki/Lockeford%2C_California",5367523
America/Los_Angeles,Lodi,PPL,-121.27245,077,CA,62778,15,38.1302,P,"95240,95241,95242,Lodi,http://en.wikipedia.org/wiki/Lodi%2C_California,Лоди",5367565
America/Los_Angeles,Loma Linda,PPL,-117.26115,071,CA,20802,355,34.04835,P,"92350,92354,92357,http://en.wikipedia.org/wiki/Loma_Linda%2C_California",5367696
America/Los_Angeles,Loma Rica,PPL,-121.41774,115,CA,2222,125,39.31183,P,http://en.wikipedia.org/wiki/Loma_Rica%2C_California,5367721
America/Los_Angeles,Lomita,PPL,-118.31507,037,CA,20751,29,33.79224,P,"90717,http://en.wikipedia.org/wiki/Lomita%2C_California",5367767
America/Los_Angeles,Lompoc,PPL,-120.45794,083,CA,40957,32,34.63915,P,"93436,93437,93438,http://en.wikipedia.org/wiki/Lompoc%2C_California",5367788
America/Los_Angeles,London,PPL,-119.44318,107,CA,1985,91,36.47606,P,"Londres,http://en.wikipedia.org/wiki/London%2C_California",5367815
America/Los_Angeles,Lone Pine,PPL,-118.06287,027,CA,1607,1136,36.60604,P,"93545,http://en.wikipedia.org/wiki/Lone_Pine%2C_California",5367846
America/Los_Angeles,Long Beach,PPL,-118.18923,037,CA,482618,9,33.76696,P,"90801,90802,90803,90804,90805,90806,90807,90808,90809,90810,90813,90814,90815,90822,90831,90832,90833,90834,90835,90840,90842,90844,90845,90846,90847,90848,90853,90888,Litus Longum,Long Beach,Long Bich,Long Bijch,Long Bycas,Long Byčas,Long-Bich,http://en.wikipedia.org/wiki/Long_Beach%2C_California,http://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%BD%D0%B3-%D0%91%D0%B8%D1%87_%28%D0%9A%D0%B0%D0%BB%D0%B8%D1%84%D0%BE%D1%80%D0%BD%D0%B8%D1%8F%29,lwng byz',rongubichi,Лонг Бийч,Лонг Бич,Лонг-Бич,לונג ביץ',ロングビーチ",5367929
America/Los_Angeles,Loomis,PPL,-121.193,061,CA,6326,123,38.82129,P,"95650,http://en.wikipedia.org/wiki/Loomis%2C_California",5368233
America/Los_Angeles,Los Alamitos,PPL,-118.07256,059,CA,11718,7,33.80307,P,"90720,90721,http://en.wikipedia.org/wiki/Los_Alamitos%2C_California",5368304
America/Los_Angeles,Los Alamos,PPL,-120.27821,083,CA,1473,174,34.74443,P,"93440,Los-Alamos,http://en.wikipedia.org/wiki/Los_Alamos%2C_California,Лос-Аламос",5368321
America/Los_Angeles,Los Altos,PPL,-122.11413,085,CA,26871,48,37.38522,P,"94022,94023,94024,Los Altos,http://en.wikipedia.org/wiki/Los_Altos%2C_California,luo si la tu si,lws altws,rosuarutosu,Лос Алтос,לוס אלטוס,لوس ألتوس,ロスアルトス,洛斯拉图斯,洛斯拉圖斯",5368335
America/Los_Angeles,Los Altos Hills,PPL,-122.13746,085,CA,8207,89,37.37966,P,http://en.wikipedia.org/wiki/Los_Altos_Hills%2C_California,5368346
America/Los_Angeles,Los Angeles,PPL,-118.24368,037,CA,3694820,89,34.05223,P,"90001,90002,90003,90004,90005,90006,90007,90008,90009,90010,90011,90012,90013,90014,90015,90016,90017,90018,90019,90020,90021,90022,90023,90024,90025,90026,90027,90028,90029,90030,90031,90032,90033,90034,90035,90036,90037,90038,90039,90040,90041,90042,90043,90044,90045,90046,90047,90048,90049,90050,90051,90052,90053,90054,90055,90056,90057,90058,90059,90060,90061,90062,90063,90064,90065,90066,90067,90068,90070,90071,90072,90073,90074,90075,90076,90077,90078,90079,90080,90081,90082,90083,90084,90086,90087,90088,90089,90091,90093,90094,90095,90096,90097,90099,90101,90102,90103,90174,90185,Angelopolis,El Pueblo de Nuestra Senora de los Angeles de Porciuncula,El Pueblo de Nuestra Señora de los Ángeles de Porciúncula,L.A.,LA,Los Andzelas,Los Andzeles,Los Andzhelis,Los Andželas,Los Angeles,Los Antzeles,Los Anxhelos,Los Anxhelosi,Los Anzeles,Los Ángeles,Los-Andzhehles,Los-Andzheles,Los-Angeleso,Los-Anĝeleso,Losandzelosa,Losandželosa,Lungsod ng Los Angeles,Os Anxeles - Los Angeles,Os Ánxeles - Los Angeles,http://en.wikipedia.org/wiki/Los_Angeles%2C_California,http://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D1%81-%D0%90%D0%BD%D0%B4%D0%B6%D0%B5%D0%BB%D0%B5%D1%81,las encalas,los-anjelesi,loseuaenjelleseu,ls anjls,luo shan ji,lws anjls,rosanzerusu,Λος Άντζελες,Лос Анджелис,Лос Анђелес,Лос Анџелес,Лос Анҷелес,Лос Анӂелес,Лос-Анджелес,Лос-Анджэлес,לוס אנג'לס,لس آنجلس,لس‌آنجلس,لوس آنجلس,لوس أنجلس,لوس ئانجېلېس,لوس ئانجەلەس,லாஸ் ஏஞ்சலஸ்,ลอสแองเจลีส,ლოს-ანჯელესი,ロサンゼルス,洛杉矶,로스앤젤레스",5368361
America/Los_Angeles,Los Banos,PPL,-120.84992,047,CA,33317,36,37.05828,P,"93635,Los-Ban'os,http://en.wikipedia.org/wiki/Los_Banos%2C_California,Лос-Баньос",5368453
America/Los_Angeles,Los Gatos,PPL,-121.97468,085,CA,27551,105,37.22661,P,"95030,95031,95032,95033,http://en.wikipedia.org/wiki/Los_Gatos%2C_California",5368518
America/Los_Angeles,Los Serranos,PPL,-117.70811,071,CA,7099,204,33.97279,P,,5368618
America/Los_Angeles,Lost Hills,PPL,-119.69429,029,CA,2453,93,35.61635,P,"93249,http://en.wikipedia.org/wiki/Lost_Hills%2C_California",5368676
America/Los_Angeles,Lower Lake,PPL,-122.61026,033,CA,2116,418,38.91045,P,"95457,http://en.wikipedia.org/wiki/Lower_Lake%2C_California",5368980
America/Los_Angeles,Loyalton,PPL,-120.24104,091,CA,833,1509,39.67629,P,"96118,http://en.wikipedia.org/wiki/Loyalton%2C_California",5369108
America/Los_Angeles,Loyola,PPL,-122.10052,085,CA,3740,70,37.35133,P,http://en.wikipedia.org/wiki/Loyola%2C_California,5369114
America/Los_Angeles,Lucerne,PPL,-119.6643,031,CA,3443,79,36.38078,P,,5369143
America/Los_Angeles,Lucerne,PPL,-122.79638,033,CA,2870,405,39.09017,P,95458,5369144
America/Los_Angeles,Lynwood,PPL,-118.21146,037,CA,72397,28,33.93029,P,"90262,Linvud,Lynwood,http://en.wikipedia.org/wiki/Lynwood%2C_California,Линвуд",5369367
America/Los_Angeles,Madera,PPL,-120.06072,039,CA,51451,83,36.96134,P,"93637,93638,93639,Madera,http://en.wikipedia.org/wiki/Madera%2C_California,Мадера",5369568
America/Los_Angeles,Madera Acres,PPL,-120.06683,039,CA,9435,89,37.01911,P,http://en.wikipedia.org/wiki/Madera_Acres%2C_California,5369569
America/Los_Angeles,Magalia,PPL,-121.57831,007,CA,11577,711,39.81211,P,"95954,http://en.wikipedia.org/wiki/Magalia%2C_California",5369690
America/Los_Angeles,Malibu,PPL,-118.81009,037,CA,12575,32,34.00501,P,"90263,90264,90265",5369906
America/Los_Angeles,Malibu Beach,PPL,-118.68842,037,CA,13769,4,34.03279,P,,5369909
America/Los_Angeles,Mammoth Lakes,PPL,-118.97208,051,CA,7453,2402,37.64855,P,"93546,http://en.wikipedia.org/wiki/Mammoth_Lakes%2C_California",5370006
America/Los_Angeles,Manhattan Beach,PPL,-118.41091,037,CA,37174,20,33.88474,P,"90266,90267,http://en.wikipedia.org/wiki/Manhattan_Beach%2C_California",5370082
America/Los_Angeles,Manteca,PPL,-121.21605,077,CA,65820,11,37.79743,P,"95336,95337,Manteca,http://en.wikipedia.org/wiki/Manteca%2C_California",5370164
America/Los_Angeles,Maricopa,PPL,-119.40095,029,CA,1172,269,35.05886,P,"93252,http://en.wikipedia.org/wiki/Maricopa%2C_California",5370440
America/Los_Angeles,Marina,PPL,-121.80217,053,CA,16957,13,36.6844,P,"93933,http://en.wikipedia.org/wiki/Marina%2C_California",5370493
America/Los_Angeles,Marina del Rey,PPL,-118.45174,037,CA,8680,5,33.98029,P,"90292,90295,http://en.wikipedia.org/wiki/Marina_del_Rey%2C_California",5370542
America/Los_Angeles,Mariposa,PPL,-119.96628,043,CA,1513,594,37.48494,P,"95338,http://en.wikipedia.org/wiki/Mariposa%2C_California",5370590
America/Los_Angeles,Markleeville,PPL,-119.78018,003,CA,211,1686,38.69491,P,"96120,http://en.wikipedia.org/wiki/Markleeville%2C_California",5370687
America/Los_Angeles,Martinez,PPL,-122.13413,013,CA,36702,7,38.01937,P,"94553,Martines,http://en.wikipedia.org/wiki/Martinez%2C_California,Мартинес",5370868
America/Los_Angeles,Marysville,PPL,-121.59135,115,CA,12530,19,39.14573,P,"95901,http://en.wikipedia.org/wiki/Marysville%2C_California",5370984
America/Los_Angeles,Mayflower Village,PPL,-118.00979,037,CA,5207,112,34.11501,P,http://en.wikipedia.org/wiki/Mayflower_Village%2C_California,5371243
America/Los_Angeles,Maywood,PPL,-118.18535,037,CA,28965,46,33.98668,P,"90270,http://en.wikipedia.org/wiki/Maywood%2C_California",5371261
America/Los_Angeles,McFarland,PPL,-119.22927,029,CA,9618,108,35.67801,P,http://en.wikipedia.org/wiki/McFarland%2C_California,5371530
America/Los_Angeles,McKittrick,PPL,-119.62262,029,CA,160,322,35.30552,P,http://en.wikipedia.org/wiki/McKittrick%2C_California,5371732
America/Los_Angeles,Meadow Valley,PPL,-121.06079,063,CA,617,1151,39.92961,P,95956,5371900
America/Los_Angeles,Meadow Vista,PPL,-121.02189,061,CA,3156,522,39.00101,P,"95722,http://en.wikipedia.org/wiki/Meadow_Vista%2C_California",5371905
America/Los_Angeles,Mecca,PPL,-116.07722,065,CA,7481,-57,33.57169,P,"92254,http://en.wikipedia.org/wiki/Mecca%2C_California",5371965
America/Los_Angeles,Meiners Oaks,PPL,-119.27928,111,CA,4025,226,34.44694,P,http://en.wikipedia.org/wiki/Meiners_Oaks%2C_California,5372024
America/Los_Angeles,Mendocino,PPL,-123.79946,045,CA,884,47,39.30767,P,"95460,http://en.wikipedia.org/wiki/Mendocino%2C_California",5372153
America/Los_Angeles,Mendota,PPL,-120.38156,019,CA,8872,53,36.75356,P,"93640,http://en.wikipedia.org/wiki/Mendota%2C_California",5372190
America/Los_Angeles,Menlo Park,PPL,-122.18219,081,CA,29071,22,37.45383,P,"94025,94026,94029,Menlo Park,http://en.wikipedia.org/wiki/Menlo_Park%2C_California,men luo pa ke,Менло Парк,门洛帕克",5372223
America/Los_Angeles,Mentone,PPL,-117.13448,071,CA,9199,503,34.07001,P,"92359,http://en.wikipedia.org/wiki/Mentone%2C_California",5372242
America/Los_Angeles,Merced,PPL,-120.48297,047,CA,72619,52,37.30216,P,"95340,95341,95343,95344,95348,Merced,Mersed,http://en.wikipedia.org/wiki/Merced%2C_California,http://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%80%D1%81%D0%B5%D0%B4_%28%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%29,Мерсед",5372253
America/Los_Angeles,Mesa Vista,PPL,-119.79601,003,CA,195,1672,38.80713,P,http://en.wikipedia.org/wiki/Mesa_Vista%2C_California,5372445
America/Los_Angeles,Mettler,PPL,-118.9701,029,CA,169,165,35.06386,P,http://en.wikipedia.org/wiki/Mettler%2C_California,5372576
America/Los_Angeles,Mi-Wuk Village,PPL,-120.18491,109,CA,1683,1426,38.06576,P,http://en.wikipedia.org/wiki/Mi-Wuk_Village%2C_California,5372626
America/Los_Angeles,Mill Valley,PPL,-122.54498,041,CA,13219,24,37.90604,P,"94941,94942,http://en.wikipedia.org/wiki/Mill_Valley%2C_California",5373121
America/Los_Angeles,Millbrae,PPL,-122.38719,081,CA,19557,10,37.59855,P,"94030,94031,http://en.wikipedia.org/wiki/Millbrae%2C_California",5373129
America/Los_Angeles,Milpitas,PPL,-121.90662,085,CA,62636,5,37.42827,P,"95035,95036,Milpitas,http://en.wikipedia.org/wiki/Milpitas%2C_California,Милпитас",5373327
America/Los_Angeles,Mira Loma,PPL,-117.51644,065,CA,18827,220,33.99251,P,"91752,http://en.wikipedia.org/wiki/Mira_Loma%2C_California",5373492
America/Los_Angeles,Mira Monte,PPL,-119.28511,111,CA,7177,196,34.43361,P,http://en.wikipedia.org/wiki/Mira_Monte%2C_California,5373504
America/Los_Angeles,Mission Canyon,PPL,-119.71291,083,CA,2801,193,34.45083,P,http://en.wikipedia.org/wiki/Mission_Canyon%2C_California,5373614
America/Los_Angeles,Mission Hills,PPL,-120.43683,083,CA,3204,99,34.68609,P,http://en.wikipedia.org/wiki/Mission_Hills%2C_California,5373650
America/Los_Angeles,Mission Viejo,PPL,-117.672,059,CA,96287,121,33.60002,P,"92690,92691,92692,Mission Viejo,http://en.wikipedia.org/wiki/Mission_Viejo%2C_California",5373763
America/Los_Angeles,Modesto,PPL,-120.99688,099,CA,216008,28,37.6391,P,"95350,95351,95352,95353,95354,95355,95356,95357,95358,95397,Modesto,http://en.wikipedia.org/wiki/Modesto%2C_California,mwdstw,Модесто,מודסטו",5373900
America/Los_Angeles,Mohawk Vista,PPL,-120.57855,063,CA,130,1507,39.78073,P,http://en.wikipedia.org/wiki/Mohawk_Vista%2C_California,5373960
America/Los_Angeles,Mojave,PPL,-118.17396,029,CA,3929,842,35.05247,P,"93501,93502,http://en.wikipedia.org/wiki/Mojave%2C_California",5373965
America/Los_Angeles,Mokelumne Hill,PPL,-120.70632,009,CA,831,448,38.30047,P,"95245,http://en.wikipedia.org/wiki/Mokelumne_Hill%2C_California",5373997
America/Los_Angeles,Mono Vista,PPL,-120.26991,109,CA,3373,912,37.9977,P,http://en.wikipedia.org/wiki/Mono_Vista%2C_California,5374128
America/Los_Angeles,Monrovia,PPL,-117.99895,037,CA,38439,174,34.14806,P,"91016,91017,Monrovija,http://en.wikipedia.org/wiki/Monrovia%2C_California,Монровия",5374175
America/Los_Angeles,Montara,PPL,-122.51609,081,CA,3205,30,37.54216,P,"94037,http://en.wikipedia.org/wiki/Montara%2C_California",5374222
America/Los_Angeles,Montclair,PPL,-117.68978,071,CA,35729,325,34.07751,P,"91763,http://en.wikipedia.org/wiki/Montclair%2C_California",5374232
America/Los_Angeles,Monte Rio,PPL,-123.00889,097,CA,1143,13,38.46547,P,"95462,http://en.wikipedia.org/wiki/Monte_Rio%2C_California",5374275
America/Los_Angeles,Monte Sereno,PPL,-121.99246,085,CA,3411,157,37.23633,P,http://en.wikipedia.org/wiki/Monte_Sereno%2C_California,5374283
America/Los_Angeles,Montebello,PPL,-118.10535,037,CA,64327,61,34.00946,P,"90640,Montebello,http://en.wikipedia.org/wiki/Montebello%2C_California,Монтебелло",5374322
America/Los_Angeles,Montecito,PPL,-119.63208,083,CA,10733,55,34.43666,P,http://en.wikipedia.org/wiki/Montecito%2C_California,5374340
America/Los_Angeles,Monterey,PPL,-121.89468,053,CA,30307,8,36.60024,P,"93940,93942,93943,93944,Monterej,Monterey,http://en.wikipedia.org/wiki/Monterey%2C_California,montore,Монтерей,モントレー",5374361
America/Los_Angeles,Monterey Park,PPL,-118.12285,037,CA,63193,117,34.06251,P,"91754,91755,91756,Monterey Park,http://en.wikipedia.org/wiki/Monterey_Park%2C_California",5374406
America/Los_Angeles,Moorpark,PPL,-118.88204,111,CA,37010,157,34.28556,P,"93020,93021,http://en.wikipedia.org/wiki/Moorpark%2C_California,http://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%80%D0%BF%D0%B0%D1%80%D0%BA",5374648
America/Los_Angeles,Morada,PPL,-121.24578,077,CA,3859,12,38.03853,P,http://en.wikipedia.org/wiki/Morada%2C_California,5374669
America/Los_Angeles,Moraga,PPL,-122.12969,013,CA,16826,152,37.83493,P,"94556,94570,94575",5374671
America/Los_Angeles,Moreno Valley,PPL,-117.23059,065,CA,168629,497,33.93752,P,"92551,92552,92553,92554,92555,92556,92557,Moreno Valley,http://en.wikipedia.org/wiki/Moreno_Valley%2C_California",5374732
America/Los_Angeles,Morgan Hill,PPL,-121.65439,085,CA,34719,108,37.1305,P,"95037,95038,http://en.wikipedia.org/wiki/Morgan_Hill%2C_California",5374764
America/Los_Angeles,Morongo Valley,PPL,-116.58085,071,CA,2174,787,34.04696,P,"92256,http://en.wikipedia.org/wiki/Morongo_Valley%2C_California",5374871
America/Los_Angeles,Morro Bay,PPL,-120.8499,079,CA,10242,19,35.36581,P,"93442,93443,http://en.wikipedia.org/wiki/Morro_Bay%2C_California",5374920
America/Los_Angeles,Moss Beach,PPL,-122.51331,081,CA,1900,19,37.52744,P,"94038,http://en.wikipedia.org/wiki/Moss_Beach%2C_California",5375034
America/Los_Angeles,Moss Landing,PPL,-121.7869,053,CA,322,3,36.8044,P,"95039,http://en.wikipedia.org/wiki/Moss_Landing%2C_California",5375042
America/Los_Angeles,Mountain Mesa,PPL,-118.40564,029,CA,689,805,35.6394,P,http://en.wikipedia.org/wiki/Mountain_Mesa%2C_California,5375426
America/Los_Angeles,Mountain Ranch,PPL,-120.54076,009,CA,1671,651,38.22825,P,"95246,http://en.wikipedia.org/wiki/Mountain_Ranch%2C_California",5375439
America/Los_Angeles,Mountain View,PPL,-122.11746,013,CA,2468,34,38.00881,P,,5375478
America/Los_Angeles,Mountain View,PPL,-122.08385,085,CA,68268,32,37.38605,P,"94035,94039,94040,94041,94042,94043,Mauntin Vju,Mauntin-V'ju,Mountain View,http://en.wikipedia.org/wiki/Mountain_View%2C_California,http://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%83%D0%BD%D1%82%D0%B8%D0%BD-%D0%92%D1%8C%D1%8E_%28%D0%9A%D0%B0%D0%BB%D0%B8%D1%84%D0%BE%D1%80%D0%BD%D0%B8%D1%8F%29,mang ting wei you,Маунтин Вю,Маунтин-Вью,芒廷维尤",5375480
America/Los_Angeles,Mountain View Acres,PPL,-117.34894,071,CA,2584,937,34.49666,P,http://en.wikipedia.org/wiki/Mountain_View_Acres%2C_California,5375482
America/Los_Angeles,Muir Beach,PPL,-122.58137,041,CA,317,93,37.86215,P,http://en.wikipedia.org/wiki/Muir_Beach%2C_California,5375690
America/Los_Angeles,Murphys,PPL,-120.45964,009,CA,2416,663,38.13742,P,"95247,http://en.wikipedia.org/wiki/Murphys%2C_California",5375883
America/Los_Angeles,Murrieta,PPL,-117.21392,065,CA,88714,334,33.55391,P,"92562,92563,92564,Murrieta,http://en.wikipedia.org/wiki/Murrieta%2C_California",5375911
America/Los_Angeles,Murrieta Hot Springs,PPL,-117.15809,065,CA,3644,364,33.56058,P,http://en.wikipedia.org/wiki/Murrieta_Hot_Springs%2C_California,5375916
America/Los_Angeles,Muscoy,PPL,-117.34421,071,CA,9795,423,34.15418,P,http://en.wikipedia.org/wiki/Muscoy%2C_California,5375938
America/Los_Angeles,Napa,PPL,-122.28553,055,CA,77015,6,38.29714,P,"94558,94559,94581,Napa,http://en.wikipedia.org/wiki/Napa%2C_California,napa,Напа,ナパ",5376095
America/Los_Angeles,National City,PPL,-117.0992,073,CA,62490,21,32.67811,P,"91950,91951,National City,http://en.wikipedia.org/wiki/National_City%2C_California",5376200
America/Los_Angeles,Needles,PPL,-114.61413,071,CA,5519,151,34.84806,P,"92363,http://en.wikipedia.org/wiki/Needles%2C_California",5376358
America/Los_Angeles,Nevada City,PPL,-121.01606,057,CA,3004,755,39.26156,P,"95959,http://en.wikipedia.org/wiki/Nevada_City%2C_California",5376502
America/Los_Angeles,Newark,PPL,-122.04024,001,CA,42922,6,37.52966,P,"94560,N'juark,http://en.wikipedia.org/wiki/Newark%2C_California,Ньюарк",5376803
America/Los_Angeles,Newman,PPL,-121.02076,099,CA,8399,27,37.31383,P,"95360,http://en.wikipedia.org/wiki/Newman%2C_California",5376870
America/Los_Angeles,Newport Beach,PPL,-117.92895,059,CA,78702,3,33.61891,P,"92658,92659,92660,92661,92662,92663,http://en.wikipedia.org/wiki/Newport_Beach%2C_California",5376890
America/Los_Angeles,Nice,PPL,-122.84833,033,CA,2753,415,39.12323,P,"95464,http://en.wikipedia.org/wiki/Nice%2C_California",5376959
America/Los_Angeles,Niland,PPL,-115.51888,025,CA,1142,-43,33.24004,P,"92257,http://en.wikipedia.org/wiki/Niland%2C_California",5377032
America/Los_Angeles,Nipomo,PPL,-120.476,079,CA,16790,101,35.04275,P,"93444,http://en.wikipedia.org/wiki/Nipomo%2C_California",5377100
America/Los_Angeles,Norco,PPL,-117.54866,065,CA,27346,195,33.93113,P,"91760,92860,http://en.wikipedia.org/wiki/Norco%2C_California",5377199
America/Los_Angeles,North Auburn,PPL,-121.08189,061,CA,12841,448,38.93129,P,http://en.wikipedia.org/wiki/North_Auburn%2C_California,5377266
America/Los_Angeles,North Edwards,PPL,-117.83284,029,CA,1230,699,35.01664,P,http://en.wikipedia.org/wiki/North_Edwards%2C_California,5377380
America/Los_Angeles,North El Monte,PPL,-118.02423,037,CA,3921,101,34.10279,P,http://en.wikipedia.org/wiki/North_El_Monte%2C_California,5377381
America/Los_Angeles,North Fair Oaks,PPLX,-122.19663,081,CA,16458,8,37.47438,P,http://en.wikipedia.org/wiki/North_Fair_Oaks%2C_California,5377389
America/Los_Angeles,North Glendale,PPL,-118.26452,037,CA,203201,161,34.16056,P,,5377613
