tz,name,feature,long,countycode,state,pop,elev,lat,featclass,wikilink,id
America/Indiana/Indianapolis,Riley,PPL,-87.30002,167,IN,160,172,39.39004,P,"47871,http://en.wikipedia.org/wiki/Riley%2C_Indiana",4263726
America/New_York,Rising Sun,PPL,-84.85384,115,IN,2424,153,38.9495,P,"47040,http://en.wikipedia.org/wiki/Rising_Sun%2C_Indiana",4263736
America/Indiana/Indianapolis,Roachdale,PPL,-86.80223,133,IN,990,257,39.84893,P,"46172,http://en.wikipedia.org/wiki/Roachdale%2C_Indiana",4263775
America/Indiana/Indianapolis,Rockport,PPL,-87.2789,121,IN,2085,150,39.88087,P,,4263848
America/Indiana/Indianapolis,Rockville,PPL,-87.22918,121,IN,2695,217,39.76254,P,"47872,Rokvill,http://en.wikipedia.org/wiki/Rockville%2C_Indiana,Роквилл",4263850
America/Chicago,Rockport,PPL,-87.04944,147,IN,2160,134,37.88311,P,"47635,http://en.wikipedia.org/wiki/Rockport%2C_Indiana",4263856
America/Indiana/Indianapolis,Rocky Ripple,PPL,-86.17249,097,IN,702,215,39.8481,P,http://en.wikipedia.org/wiki/Rocky_Ripple%2C_Indiana,4263863
America/Indiana/Indianapolis,Rosedale,PPL,-87.28335,121,IN,755,164,39.62282,P,"47874,http://en.wikipedia.org/wiki/Rosedale%2C_Indiana",4263907
America/Indiana/Indianapolis,Rushville,PPL,-85.44636,139,IN,5680,292,39.60921,P,"46173,http://en.wikipedia.org/wiki/Rushville%2C_Indiana",4263965
America/Indiana/Indianapolis,Russellville,PPL,-86.9839,133,IN,346,250,39.85838,P,"46175,http://en.wikipedia.org/wiki/Russellville%2C_Indiana",4263979
America/New_York,Saint Leon,PPL,-84.95801,029,IN,518,308,39.292,P,http://en.wikipedia.org/wiki/Saint_Leon%2C_Indiana,4264164
America/Indiana/Indianapolis,Saint Paul,PPL,-85.62831,031,IN,1020,261,39.4281,P,47272,4264243
America/Indiana/Indianapolis,Salem,PPL,-86.10109,175,IN,6172,229,38.60561,P,"47167,Sejlem,http://en.wikipedia.org/wiki/Salem%2C_Indiana,Сейлем",4264334
America/Indiana/Indianapolis,Saltillo,PPL,-86.28915,175,IN,111,246,38.66506,P,http://en.wikipedia.org/wiki/Saltillo%2C_Indiana,4264387
America/Indiana/Vincennes,Sandborn,PPL,-87.18668,083,IN,436,146,38.89643,P,"47578,http://en.wikipedia.org/wiki/Sandborn%2C_Indiana",4264434
America/Chicago,Santa Claus,PPL,-86.91416,147,IN,2271,144,38.12005,P,"47579,http://en.wikipedia.org/wiki/Santa_Claus%2C_Indiana",4264457
America/Indiana/Indianapolis,Scottsburg,PPL,-85.77025,143,IN,5910,172,38.68561,P,"47170,http://en.wikipedia.org/wiki/Scottsburg%2C_Indiana",4264555
America/Indiana/Indianapolis,Seelyville,PPL,-87.26724,167,IN,1181,178,39.49198,P,"47878,http://en.wikipedia.org/wiki/Seelyville%2C_Indiana",4264592
America/Kentucky/Louisville,Sellersburg,PPL,-85.75496,019,IN,6177,148,38.39812,P,"47172,http://en.wikipedia.org/wiki/Sellersburg%2C_Indiana",4264598
America/Indiana/Indianapolis,Seymour,PPL,-85.89025,071,IN,18730,184,38.95922,P,"47274,http://en.wikipedia.org/wiki/Seymour%2C_Indiana",4264617
America/Indiana/Indianapolis,Shelbyville,PPL,-85.77692,145,IN,17815,233,39.52144,P,"46176,http://en.wikipedia.org/wiki/Shelbyville%2C_Indiana",4264688
America/Indiana/Indianapolis,Shelburn,PPL,-87.39363,153,IN,1299,165,39.17837,P,"47879,http://en.wikipedia.org/wiki/Shelburn%2C_Indiana",4264696
America/Indiana/Indianapolis,Shirley,PPL,-85.57692,065,IN,822,313,39.89199,P,"47384,Shirli,http://en.wikipedia.org/wiki/Shirley%2C_Indiana,Ширли",4264755
America/Indiana/Vincennes,Shoals,PPL,-86.79111,101,IN,816,154,38.66644,P,"47581,http://en.wikipedia.org/wiki/Shoals%2C_Indiana",4264771
America/Chicago,Somerville,PPL,-87.37779,051,IN,317,143,38.27644,P,"47683,http://en.wikipedia.org/wiki/Somerville%2C_Indiana",4265011
America/Indiana/Indianapolis,Southport,PPL,-86.12776,097,IN,1852,228,39.66505,P,http://en.wikipedia.org/wiki/Southport%2C_Indiana,4265103
America/Indiana/Indianapolis,Speedway,PPL,-86.26721,097,IN,12642,228,39.80227,P,http://en.wikipedia.org/wiki/Speedway%2C_Indiana,4265146
America/Indiana/Indianapolis,Spencer,PPL,-86.76251,119,IN,2566,171,39.28671,P,"47460,http://en.wikipedia.org/wiki/Spencer%2C_Indiana",4265147
America/Indiana/Indianapolis,Spiceland,PPL,-85.43886,065,IN,758,320,39.83838,P,"47385,http://en.wikipedia.org/wiki/Spiceland%2C_Indiana",4265161
America/Indiana/Indianapolis,Spring Grove Heights,PPL,-84.89246,177,IN,388,292,39.84338,P,,4265187
America/Indiana/Indianapolis,Spring Hills,PPL,-86.1936,097,IN,97,233,39.83615,P,,4265191
America/Indiana/Indianapolis,Spring Lake,PPL,-85.85304,059,IN,269,259,39.77671,P,,4265195
America/Indiana/Indianapolis,Spring Grove,PPL,-84.89413,177,IN,386,300,39.84838,P,http://en.wikipedia.org/wiki/Spring_Grove%2C_Indiana,4265204
America/Indiana/Petersburg,Spurgeon,PPL,-87.25723,125,IN,221,153,38.25227,P,"47584,http://en.wikipedia.org/wiki/Spurgeon%2C_Indiana",4265236
America/Indiana/Indianapolis,Staunton,PPL,-87.18891,021,IN,558,197,39.48754,P,"47881,Stonton,http://en.wikipedia.org/wiki/Staunton%2C_Indiana,Стонтон",4265316
America/Indiana/Indianapolis,Stilesville,PPL,-86.63361,063,IN,284,245,39.63838,P,"46180,http://en.wikipedia.org/wiki/Stilesville%2C_Indiana",4265353
America/Indiana/Indianapolis,Stinesville,PPL,-86.65222,105,IN,190,177,39.29866,P,"47464,http://en.wikipedia.org/wiki/Stinesville%2C_Indiana",4265360
America/Indiana/Indianapolis,Straughn,PPL,-85.29136,065,IN,243,329,39.80894,P,"47387,http://en.wikipedia.org/wiki/Straughn%2C_Indiana",4265429
America/Indiana/Indianapolis,Sullivan,PPL,-87.40585,153,IN,4588,161,39.09532,P,"47882,http://en.wikipedia.org/wiki/Sullivan%2C_Indiana",4265507
America/Indiana/Indianapolis,Sunman,PPL,-85.09468,137,IN,811,311,39.237,P,"47041,http://en.wikipedia.org/wiki/Sunman%2C_Indiana",4265554
America/Indiana/Indianapolis,Switz City,PPL,-87.053,055,IN,304,160,39.035,P,"47465,http://en.wikipedia.org/wiki/Switz_City%2C_Indiana",4265623
America/Indiana/Indianapolis,Taylorsville,PPL,-85.95083,005,IN,880,199,39.29588,P,"47280,http://en.wikipedia.org/wiki/Taylorsville%2C_Indiana",4265703
America/Indiana/Tell_City,Tell City,PPL,-86.76777,123,IN,7576,128,37.95144,P,"47586,http://en.wikipedia.org/wiki/Tell_City%2C_Indiana",4265717
America/Chicago,Tennyson,PPL,-87.11833,173,IN,305,124,38.08227,P,"47637,http://en.wikipedia.org/wiki/Tennyson%2C_Indiana",4265731
America/Indiana/Indianapolis,Terre Haute,PPL,-87.41391,167,IN,57063,152,39.4667,P,"47801,47802,47803,47804,47805,47807,47808,47809,47811,47812,47813,47814,http://en.wikipedia.org/wiki/Terre_Haute%2C_Indiana",4265737
America/Indiana/Indianapolis,Trafalgar,PPL,-86.15082,081,IN,964,252,39.41616,P,"46181,http://en.wikipedia.org/wiki/Trafalgar%2C_Indiana",4265912
America/Indiana/Indianapolis,Universal,PPL,-87.45141,165,IN,421,178,39.6217,P,"47884,http://en.wikipedia.org/wiki/Universal%2C_Indiana",4266150
America/Kentucky/Louisville,Utica,PPL,-85.65357,019,IN,663,135,38.33368,P,http://en.wikipedia.org/wiki/Utica%2C_Indiana,4266191
America/Indiana/Indianapolis,Vernon,PPL,-85.60941,079,IN,312,202,38.98478,P,"47282,http://en.wikipedia.org/wiki/Vernon%2C_Indiana",4266255
America/Indiana/Indianapolis,Versailles,PPL,-85.2519,137,IN,1777,294,39.072,P,"47042,http://en.wikipedia.org/wiki/Versailles%2C_Indiana",4266266
America/Indiana/Vevay,Vevay,PPL,-85.06717,155,IN,1638,147,38.74784,P,"47043,http://en.wikipedia.org/wiki/Vevay%2C_Indiana",4266278
America/Indiana/Vincennes,Vincennes,PPL,-87.52863,083,IN,18257,128,38.67727,P,"47591,http://en.wikipedia.org/wiki/Vincennes%2C_Indiana",4266307
America/Indiana/Indianapolis,Wallace,PPL,-87.14834,045,IN,99,214,39.98643,P,"47988,http://en.wikipedia.org/wiki/Wallace%2C_Indiana",4266508
America/Indiana/Indianapolis,Warren Park,PPL,-86.05026,097,IN,1628,252,39.78199,P,http://en.wikipedia.org/wiki/Warren_Park%2C_Indiana,4266573
America/Indiana/Vincennes,Washington,PPL,-87.17279,027,IN,11271,153,38.65922,P,"47501,Vashington,http://en.wikipedia.org/wiki/Washington%2C_Indiana,Вашингтон",4266586
America/Indiana/Indianapolis,Waterloo,PPL,-86.19749,081,IN,2209,246,39.56255,P,,4266643
America/Indiana/Indianapolis,Waveland,PPL,-87.04445,107,IN,405,238,39.87699,P,"47989,http://en.wikipedia.org/wiki/Waveland%2C_Indiana",4266659
America/Indiana/Indianapolis,West Baden Springs,PPL,-86.6111,117,IN,610,146,38.56533,P,"47469,http://en.wikipedia.org/wiki/West_Baden_Springs%2C_Indiana",4266771
America/Indiana/Indianapolis,West College Corner,PPL,-84.81607,161,IN,605,301,39.56755,P,http://en.wikipedia.org/wiki/West_College_Corner%2C_Indiana,4266783
America/New_York,West Harrison,PPL,-84.82078,029,IN,285,158,39.26089,P,"47060,http://en.wikipedia.org/wiki/West_Harrison%2C_Indiana",4266813
America/Indiana/Indianapolis,West Terre Haute,PPL,-87.45002,167,IN,2301,143,39.46504,P,"47885,http://en.wikipedia.org/wiki/West_Terre_Haute%2C_Indiana",4266844
America/Indiana/Indianapolis,Westport,PPL,-85.57303,031,IN,1476,248,39.17589,P,"47283,http://en.wikipedia.org/wiki/Westport%2C_Indiana",4266871
America/Indiana/Vincennes,Wheatland,PPL,-87.30946,083,IN,494,150,38.66366,P,"47597,http://en.wikipedia.org/wiki/Wheatland%2C_Indiana",4266884
America/Indiana/Indianapolis,Whiteland,PPL,-86.07971,081,IN,4393,242,39.55005,P,"46184,http://en.wikipedia.org/wiki/Whiteland%2C_Indiana",4266960
America/Indiana/Indianapolis,Whitestown,PPL,-86.34583,011,IN,654,286,39.99726,P,"46075,http://en.wikipedia.org/wiki/Whitestown%2C_Indiana",4266965
America/Indiana/Indianapolis,Whitewater,PPL,-84.83107,177,IN,76,344,39.94477,P,http://en.wikipedia.org/wiki/Whitewater%2C_Indiana,4266967
America/Indiana/Indianapolis,Wilkinson,PPL,-85.60886,059,IN,340,305,39.88588,P,"46186,http://en.wikipedia.org/wiki/Wilkinson%2C_Indiana",4267019
America/Indiana/Indianapolis,Williams Creek,PPL,-86.15027,097,IN,414,236,39.89976,P,http://en.wikipedia.org/wiki/Williams_Creek%2C_Indiana,4267057
America/Indiana/Petersburg,Winslow,PPL,-87.21279,125,IN,855,135,38.38227,P,"47598,http://en.wikipedia.org/wiki/Winslow%2C_Indiana",4267138
America/Indiana/Indianapolis,Worthington,PPL,-86.97945,055,IN,1465,157,39.12504,P,"47471,http://en.wikipedia.org/wiki/Worthington%2C_Indiana",4267235
America/Indiana/Indianapolis,Wynnedale,PPL,-86.19749,097,IN,273,231,39.83115,P,http://en.wikipedia.org/wiki/Wynnedale%2C_Indiana,4267257
America/Indiana/Indianapolis,Zionsville,PPL,-86.26194,011,IN,11170,257,39.95087,P,"46077,http://en.wikipedia.org/wiki/Zionsville%2C_Indiana",4267336
America/Chicago,Abbyville,PPL,-98.20423,155,KS,124,504,37.97085,P,"67510,http://en.wikipedia.org/wiki/Abbyville%2C_Kansas",4267351
America/Chicago,Abilene,PPL,-97.21391,041,KS,6398,352,38.91722,P,"67410,Abilene,Abilin,a bi lin,abirin,http://en.wikipedia.org/wiki/Abilene%2C_Kansas,http://ru.wikipedia.org/wiki/%D0%90%D0%B1%D0%B8%D0%BB%D0%B8%D0%BD_%28%D0%9A%D0%B0%D0%BD%D0%B7%D0%B0%D1%81%29,Абилин,アビリーン,阿比林",4267354
America/Chicago,Admire,PPL,-96.10305,111,KS,182,377,38.64112,P,"66830,http://en.wikipedia.org/wiki/Admire%2C_Kansas",4267390
America/Chicago,Agenda,PPL,-97.4317,157,KS,68,431,39.70778,P,"66930,http://en.wikipedia.org/wiki/Agenda%2C_Kansas",4267409
America/Chicago,Agra,PPL,-99.11925,147,KS,280,564,39.76168,P,"67621,http://en.wikipedia.org/wiki/Agra%2C_Kansas",4267415
America/Chicago,Alden,PPL,-98.31201,159,KS,153,512,38.24223,P,"67512,http://en.wikipedia.org/wiki/Alden%2C_Kansas",4267459
America/Chicago,Alexander,PPL,-99.55317,165,KS,67,633,38.46946,P,"67513,http://en.wikipedia.org/wiki/Alexander%2C_Kansas",4267463
America/Chicago,Albert,PPL,-99.01148,009,KS,176,584,38.45279,P,"67511,http://en.wikipedia.org/wiki/Albert%2C_Kansas",4267465
America/Chicago,Allen,PPL,-96.16972,111,KS,214,403,38.65612,P,"66833,Allen,http://en.wikipedia.org/wiki/Allen%2C_Kansas,Аллен",4267487
America/Chicago,Alma,PPL,-96.28916,197,KS,736,337,39.01667,P,"66401,http://en.wikipedia.org/wiki/Alma%2C_Kansas",4267513
America/Chicago,Almena,PPL,-99.70706,137,KS,455,656,39.89223,P,"67622,http://en.wikipedia.org/wiki/Almena%2C_Kansas",4267519
America/Chicago,Alta Vista,PPL,-96.48917,197,KS,409,444,38.86389,P,"66834,http://en.wikipedia.org/wiki/Alta_Vista%2C_Kansas",4267527
America/Chicago,Altamont,PPL,-95.29719,099,KS,1052,278,37.19034,P,"67330,http://en.wikipedia.org/wiki/Altamont%2C_Kansas",4267531
America/Chicago,Alton,PPL,-98.94814,141,KS,107,503,39.47084,P,"67623,http://en.wikipedia.org/wiki/Alton%2C_Kansas",4267536
America/Chicago,Altoona,PPL,-95.66137,205,KS,481,253,37.52394,P,"66710,Altuna,http://en.wikipedia.org/wiki/Altoona%2C_Kansas,Алтуна",4267540
America/Chicago,Americus,PPL,-96.26194,111,KS,946,353,38.50696,P,"66835,http://en.wikipedia.org/wiki/Americus%2C_Kansas",4267553
America/Chicago,Andale,PPL,-97.62949,173,KS,806,437,37.79057,P,"67001,http://en.wikipedia.org/wiki/Andale%2C_Kansas",4267567
America/Chicago,Andover,PPL,-97.13643,015,KS,9201,412,37.7139,P,"67002,http://en.wikipedia.org/wiki/Andover%2C_Kansas",4267594
America/Chicago,Anthony,PPL,-98.03117,077,KS,2226,412,37.15336,P,"67003,http://en.wikipedia.org/wiki/Anthony%2C_Kansas",4267605
America/Chicago,Arcadia,PPL,-94.62385,037,KS,385,255,37.64199,P,"66711,Arkadija,http://en.wikipedia.org/wiki/Arcadia%2C_Kansas,Аркадия",4267649
America/Chicago,Argonia,PPL,-97.76561,191,KS,494,383,37.26585,P,"67004,http://en.wikipedia.org/wiki/Argonia%2C_Kansas",4267654
America/Chicago,Arkansas City,PPL,-97.03837,035,KS,11464,341,37.06197,P,"67005,http://en.wikipedia.org/wiki/Arkansas_City%2C_Kansas",4267661
America/Chicago,Arlington,PPL,-98.17867,155,KS,434,486,37.89668,P,"67514,Arlington,http://en.wikipedia.org/wiki/Arlington%2C_Kansas,Арлингтон",4267665
America/Chicago,Arma,PPL,-94.70024,037,KS,1491,309,37.54394,P,"66712,http://en.wikipedia.org/wiki/Arma%2C_Kansas",4267669
America/Chicago,Ashland,PPL,-99.76568,025,KS,934,602,37.18864,P,"67831,http://en.wikipedia.org/wiki/Ashland%2C_Kansas",4267710
America/Chicago,Assaria,PPL,-97.60448,169,KS,449,391,38.68028,P,"67416,http://en.wikipedia.org/wiki/Assaria%2C_Kansas",4267726
America/Chicago,Atchison,PPL,-95.12164,005,KS,10068,248,39.56305,P,"66002,http://en.wikipedia.org/wiki/Atchison%2C_Kansas",4267733
America/Chicago,Athol,PPL,-98.91952,183,KS,45,544,39.76501,P,"66932,http://en.wikipedia.org/wiki/Athol%2C_Kansas",4267752
America/Chicago,Atlanta,PPL,-96.76475,035,KS,253,437,37.43641,P,"67008,Atlanta,http://en.wikipedia.org/wiki/Atlanta%2C_Kansas,Атланта",4267754
America/Chicago,Attica,PPL,-98.22674,077,KS,591,443,37.24141,P,"67009,http://en.wikipedia.org/wiki/Attica%2C_Kansas",4267759
America/Chicago,Auburn,PPL,-95.8161,177,KS,1121,331,38.90611,P,"66402,http://en.wikipedia.org/wiki/Auburn%2C_Kansas",4267767
America/Chicago,Augusta,PPL,-96.9767,015,KS,8475,389,37.68668,P,"67010,Ogasta,http://en.wikipedia.org/wiki/Augusta%2C_Kansas,Огаста",4267773
America/Chicago,Aurora,PPL,-97.52726,029,KS,74,450,39.45194,P,"67417,Avrora,http://en.wikipedia.org/wiki/Aurora%2C_Kansas,Аврора",4267785
America/Chicago,Axtell,PPL,-96.2589,117,KS,425,415,39.87167,P,"66403,http://en.wikipedia.org/wiki/Axtell%2C_Kansas",4267808
America/Chicago,Baldwin City,PPL,-95.18636,045,KS,3784,316,38.77501,P,"66006,http://en.wikipedia.org/wiki/Baldwin_City%2C_Kansas",4267866
America/Chicago,Barnard,PPL,-98.04199,105,KS,121,401,39.19056,P,"67418,http://en.wikipedia.org/wiki/Barnard%2C_Kansas",4267912
America/Chicago,Barnes,PPL,-96.87447,201,KS,139,406,39.71195,P,"66933,http://en.wikipedia.org/wiki/Barnes%2C_Kansas",4267913
America/Chicago,Bartlett,PPL,-95.2108,099,KS,121,272,37.05479,P,"67332,Bartlett,http://en.wikipedia.org/wiki/Bartlett%2C_Kansas,Бартлетт",4267932
America/Chicago,Basehor,PPL,-94.93858,103,KS,3054,299,39.14167,P,"66007,http://en.wikipedia.org/wiki/Basehor%2C_Kansas",4267944
America/Chicago,Bassett,PPL,-95.40415,001,KS,22,299,37.90281,P,http://en.wikipedia.org/wiki/Bassett%2C_Kansas,4267949
America/Chicago,Baxter Springs,PPL,-94.7355,021,KS,4193,257,37.02368,P,"66713,http://en.wikipedia.org/wiki/Baxter_Springs%2C_Kansas",4267978
America/Chicago,Bazine,PPL,-99.69206,135,KS,259,649,38.44446,P,"67516,http://en.wikipedia.org/wiki/Bazine%2C_Kansas",4267994
America/Chicago,Beattie,PPL,-96.41974,117,KS,268,401,39.86111,P,"66406,http://en.wikipedia.org/wiki/Beattie%2C_Kansas",4268021
America/Chicago,Bellaire,PPL,-97.26699,173,KS,3934,426,37.76251,P,,4268079
America/Chicago,Belle Plaine,PPL,-97.28116,191,KS,1620,373,37.39391,P,"67013,http://en.wikipedia.org/wiki/Belle_Plaine%2C_Kansas",4268081
America/Chicago,Belleville,PPL,-97.63254,157,KS,1913,471,39.82445,P,"66935,http://en.wikipedia.org/wiki/Belleville%2C_Kansas",4268091
America/Chicago,Beloit,PPL,-98.10616,123,KS,3772,422,39.45612,P,"67420,http://en.wikipedia.org/wiki/Beloit%2C_Kansas",4268119
America/Chicago,Belpre,PPL,-99.10038,047,KS,96,640,37.95002,P,"67519,http://en.wikipedia.org/wiki/Belpre%2C_Kansas",4268124
America/Chicago,Belvue,PPL,-96.17805,149,KS,228,293,39.21666,P,"66407,http://en.wikipedia.org/wiki/Belvue%2C_Kansas",4268132
America/Chicago,Benedict,PPL,-95.75054,205,KS,107,259,37.62533,P,"66714,http://en.wikipedia.org/wiki/Benedict%2C_Kansas",4268142
America/Chicago,Bennington,PPL,-97.5942,143,KS,621,372,39.03056,P,"67422,http://en.wikipedia.org/wiki/Bennington%2C_Kansas",4268150
America/Chicago,Bentley,PPL,-97.51699,173,KS,427,423,37.88612,P,"67016,http://en.wikipedia.org/wiki/Bentley%2C_Kansas",4268156
America/Chicago,Benton,PPL,-97.10865,015,KS,811,419,37.7889,P,"67017,Benton,http://en.wikipedia.org/wiki/Benton%2C_Kansas,Бентон",4268159
America/Chicago,Bern,PPL,-95.97194,131,KS,199,390,39.96222,P,"66408,http://en.wikipedia.org/wiki/Bern%2C_Kansas",4268179
America/Chicago,Beverly,PPL,-97.9756,105,KS,195,404,39.01278,P,"67423,http://en.wikipedia.org/wiki/Beverly%2C_Kansas",4268263
America/Chicago,Bison,PPL,-99.19732,165,KS,212,614,38.52279,P,"67520,http://en.wikipedia.org/wiki/Bison%2C_Kansas",4268347
America/Chicago,Blue Mound,PPL,-95.00636,107,KS,275,316,38.09003,P,"66010,http://en.wikipedia.org/wiki/Blue_Mound%2C_Kansas",4268447
America/Chicago,Blue Rapids,PPL,-96.65974,117,KS,1042,352,39.68194,P,"66411,http://en.wikipedia.org/wiki/Blue_Rapids%2C_Kansas",4268455
America/Chicago,Bluff City,PPL,-97.87506,077,KS,75,377,37.07641,P,"67018,http://en.wikipedia.org/wiki/Bluff_City%2C_Kansas",4268475
America/Chicago,Bogue,PPL,-99.68734,065,KS,170,621,39.36251,P,"67625,http://en.wikipedia.org/wiki/Bogue%2C_Kansas",4268492
America/Chicago,Bonner Springs,PPL,-94.88358,209,KS,6776,266,39.05973,P,"66012,http://en.wikipedia.org/wiki/Bonner_Springs%2C_Kansas",4268521
America/Chicago,Bronson,PPL,-95.07331,011,KS,337,326,37.89587,P,"66716,http://en.wikipedia.org/wiki/Bronson%2C_Kansas",4268658
America/Chicago,Brookville,PPL,-97.86838,169,KS,250,414,38.77501,P,"67425,http://en.wikipedia.org/wiki/Brookville%2C_Kansas",4268674
America/Chicago,Brownell,PPL,-99.74623,135,KS,42,736,38.64029,P,"67521,http://en.wikipedia.org/wiki/Brownell%2C_Kansas",4268704
America/Chicago,Bucklin,PPL,-99.63429,057,KS,714,733,37.54724,P,"67834,http://en.wikipedia.org/wiki/Bucklin%2C_Kansas",4268782
America/Chicago,Buffalo,PPL,-95.69748,205,KS,274,285,37.70977,P,"66717,Buffalo,http://en.wikipedia.org/wiki/Buffalo%2C_Kansas,Буффало",4268790
America/Chicago,Buhler,PPL,-97.77005,155,KS,1318,450,38.13445,P,"67522,http://en.wikipedia.org/wiki/Buhler%2C_Kansas",4268807
America/Chicago,Bunker Hill,PPL,-98.70397,167,KS,93,567,38.87584,P,"67626,http://en.wikipedia.org/wiki/Bunker_Hill%2C_Kansas",4268826
America/Chicago,Burden,PPL,-96.7542,035,KS,552,421,37.3128,P,"67019,http://en.wikipedia.org/wiki/Burden%2C_Kansas",4268836
America/Chicago,Burdett,PPL,-99.52678,145,KS,232,647,38.19196,P,"67523,http://en.wikipedia.org/wiki/Burdett%2C_Kansas",4268839
America/Chicago,Burlingame,PPL,-95.83499,139,KS,982,327,38.75389,P,"66413,Berlingem,http://en.wikipedia.org/wiki/Burlingame%2C_Kansas,Берлингем",4268851
America/Chicago,Burlington,PPL,-95.74276,031,KS,2742,315,38.19447,P,"66839,Berlington,http://en.wikipedia.org/wiki/Burlington%2C_Kansas,Берлингтон",4268854
America/Chicago,Burns,PPL,-96.88641,115,KS,284,457,38.0903,P,"66840,http://en.wikipedia.org/wiki/Burns%2C_Kansas",4268862
America/Chicago,Burr Oak,PPL,-98.30505,089,KS,217,507,39.86612,P,"66936,http://en.wikipedia.org/wiki/Burr_Oak%2C_Kansas",4268867
America/Chicago,Burrton,PPL,-97.66977,079,KS,914,442,38.0239,P,"67020,http://en.wikipedia.org/wiki/Burrton%2C_Kansas",4268886
America/Chicago,Bushong,PPL,-96.25722,111,KS,56,424,38.64306,P,http://en.wikipedia.org/wiki/Bushong%2C_Kansas,4268891
America/Chicago,Bushton,PPL,-98.39534,159,KS,288,539,38.51251,P,"67427,http://en.wikipedia.org/wiki/Bushton%2C_Kansas",4268893
America/Chicago,Byers,PPL,-98.86704,151,KS,48,612,37.78752,P,"67021,http://en.wikipedia.org/wiki/Byers%2C_Kansas",4268928
America/Chicago,Caldwell,PPL,-97.60699,191,KS,1186,348,37.03225,P,"67022,Kolduehll,http://en.wikipedia.org/wiki/Caldwell%2C_Kansas,Колдуэлл",4268940
America/Chicago,Cambridge,PPL,-96.66447,035,KS,100,382,37.31614,P,"67023,Kembridzh,http://en.wikipedia.org/wiki/Cambridge%2C_Kansas,Кембридж",4268984
America/Chicago,Caney,PPL,-95.93526,125,KS,1949,237,37.01146,P,"67333,http://en.wikipedia.org/wiki/Caney%2C_Kansas",4269043
America/Chicago,Canton,PPL,-97.42809,113,KS,805,485,38.38612,P,"67428,http://en.wikipedia.org/wiki/Canton%2C_Kansas",4269054
America/Chicago,Carbondale,PPL,-95.68915,139,KS,1412,343,38.81862,P,"66414,http://en.wikipedia.org/wiki/Carbondale%2C_Kansas",4269076
America/Chicago,Carlton,PPL,-97.29336,041,KS,38,402,38.68723,P,http://en.wikipedia.org/wiki/Carlton%2C_Kansas,4269090
America/Chicago,Cassoday,PPL,-96.63918,015,KS,126,449,38.03891,P,"66842,http://en.wikipedia.org/wiki/Cassoday%2C_Kansas",4269140
America/Chicago,Cedar,PPL,-94.93441,091,KS,23,248,38.97917,P,,4269169
America/Chicago,Cedar,PPL,-98.94036,183,KS,26,497,39.65723,P,"67628,http://en.wikipedia.org/wiki/Cedar%2C_Kansas",4269170
America/Chicago,Cawker City,PPL,-98.43367,123,KS,492,456,39.51251,P,"67430,http://en.wikipedia.org/wiki/Cawker_City%2C_Kansas",4269185
America/Chicago,Cedar Point,PPL,-96.81974,017,KS,55,380,38.26002,P,"66843,http://en.wikipedia.org/wiki/Cedar_Point%2C_Kansas",4269213
America/Chicago,Cedar Vale,PPL,-96.50001,019,KS,667,289,37.1042,P,"67024,http://en.wikipedia.org/wiki/Cedar_Vale%2C_Kansas",4269217
America/Chicago,Centralia,PPL,-96.12722,131,KS,500,388,39.72583,P,"66415,http://en.wikipedia.org/wiki/Centralia%2C_Kansas",4269365
America/Chicago,Chanute,PPL,-95.4572,133,KS,8864,292,37.67921,P,"66720,http://en.wikipedia.org/wiki/Chanute%2C_Kansas",4269392
America/Chicago,Chapman,PPL,-97.02251,041,KS,1255,340,38.97222,P,"67431,http://en.wikipedia.org/wiki/Chapman%2C_Kansas",4269401
America/Chicago,Chase,PPL,-98.34951,159,KS,459,523,38.35501,P,"67524,http://en.wikipedia.org/wiki/Chase%2C_Kansas",4269423
America/Chicago,Chautauqua,PPL,-96.17666,019,KS,105,276,37.02034,P,"67334,http://en.wikipedia.org/wiki/Chautauqua%2C_Kansas",4269432
America/Chicago,Cheney,PPL,-97.78255,173,KS,1879,423,37.63001,P,"67025,http://en.wikipedia.org/wiki/Cheney%2C_Kansas",4269447
America/Chicago,Cherokee,PPL,-94.80885,037,KS,723,288,37.34589,P,"66724,http://en.wikipedia.org/wiki/Cherokee%2C_Kansas",4269456
America/Chicago,Cherryvale,PPL,-95.55248,125,KS,2231,255,37.27034,P,"67335,http://en.wikipedia.org/wiki/Cherryvale%2C_Kansas",4269483
America/Chicago,Chetopa,PPL,-95.08996,099,KS,1209,251,37.03729,P,"67336,http://en.wikipedia.org/wiki/Chetopa%2C_Kansas",4269493
America/Chicago,Circleville,PPL,-95.8586,085,KS,182,346,39.50833,P,"66416,http://en.wikipedia.org/wiki/Circleville%2C_Kansas",4269604
America/Chicago,Claflin,PPL,-98.53368,009,KS,667,552,38.52501,P,"67525,http://en.wikipedia.org/wiki/Claflin%2C_Kansas",4269609
America/Chicago,Clay Center,PPL,-96.77114,015,KS,4300,406,37.51946,P,,4269641
America/Chicago,Clay Center,PPL,-97.12474,027,KS,4564,366,39.37694,P,"67432,http://en.wikipedia.org/wiki/Clay_Center%2C_Kansas",4269642
America/Chicago,Clearwater,PPL,-97.50449,173,KS,2216,392,37.5028,P,"67026,http://en.wikipedia.org/wiki/Clearwater%2C_Kansas",4269690
